sku,design_family,design_name,status,matched_tags,approved_tags
"AFHFWR0263","AFWR0263","Fleur De Lis Welcome",updated,"Mardi-Gras","Diamonds | Fleur-De-Lis | Mardi-Gras | Patterns | Seasonal"
"AFGFWR0264","AFWR0264","Mardi Gras Festival",updated,"Mardi-Gras","Mardi-Gras | Seasonal"
"AFHFWR0264","AFWR0264","Mardi Gras Festival",updated,"Mardi-Gras","Mardi-Gras | Seasonal"
"AFGFWR0265","AFWR0265","Mardi Gras Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Seasonal"
"AFHFWR0265","AFWR0265","Mardi Gras Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Seasonal"
"AFGFWR0266","AFWR0266","Black And Gold Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks"
"AFHFWR0266","AFWR0266","Black And Gold Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks"
"AFGFWR0267","AFWR0267","Festive Fleur De Lis",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFHFWR0267","AFWR0267","Festive Fleur De Lis",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFDRWR0268","AFWR0268","Let The Good Times Roll!",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFGFWR0268","AFWR0268","Let The Good Times Roll!",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFHFWR0268","AFWR0268","Let The Good Times Roll!",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFGFWR0269","AFWR0269","Glitzy Mardi Gras Mask",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Masks | Seasonal"
"AFHFWR0269","AFWR0269","Glitzy Mardi Gras Mask",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Masks | Seasonal"
"AFGFWR0270","AFWR0270","Carnival Mask",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFHFWR0270","AFWR0270","Carnival Mask",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFGFWR0271","AFWR0271","Mari Gras Jazz",updated,"Mardi-Gras","Diamonds | Mardi-Gras | Patterns | Seasonal"
"AFHFWR0271","AFWR0271","Mari Gras Jazz",updated,"Mardi-Gras","Diamonds | Mardi-Gras | Patterns | Seasonal"
"AFGFWR0272","AFWR0272","Masquerade",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFHFWR0272","AFWR0272","Masquerade",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFGFWR0273","AFWR0273","Mardi Gras Doubloons",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFHFWR0273","AFWR0273","Mardi Gras Doubloons",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFGFWR0274","AFWR0274","Mardi Gras Jester",updated,"Mardi-Gras","Fleur-De-Lis | Halloween | Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFHFWR0274","AFWR0274","Mardi Gras Jester",updated,"Mardi-Gras","Fleur-De-Lis | Halloween | Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFGFWR0275","AFWR0275","Beat The Drums! It's Mardi Gras!",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFHFWR0275","AFWR0275","Beat The Drums! It's Mardi Gras!",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFDRWR0276","AFWR0276","Mystical Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFGFWR0276","AFWR0276","Mystical Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFHFWR0276","AFWR0276","Mystical Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFGFWR0277","AFWR0277","Fancy Jester",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFHFWR0277","AFWR0277","Fancy Jester",updated,"Mardi-Gras","Mardi-Gras | Masks | Seasonal"
"AFGFWR0278","AFWR0278","Fat Tuesday Mask",updated,"Mardi-Gras","Diamonds | Mardi-Gras | Masks | Patterns | Seasonal"
"AFHFWR0278","AFWR0278","Fat Tuesday Mask",updated,"Mardi-Gras","Diamonds | Mardi-Gras | Masks | Patterns | Seasonal"
"AFDRWR0279","AFWR0279","Colorful Jester",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFGFWR0279","AFWR0279","Colorful Jester",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFHFWR0279","AFWR0279","Colorful Jester",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFGFWR0280","AFWR0280","Mardi Gras Symbols",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFHFWR0280","AFWR0280","Mardi Gras Symbols",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFDRWR0281","AFWR0281","Fleur De Lis And Ribbon",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFGFWR0281","AFWR0281","Fleur De Lis And Ribbon",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFHFWR0281","AFWR0281","Fleur De Lis And Ribbon",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFGFWR0282","AFWR0282","Mardi Gras Beaded Mask",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks"
"AFHFWR0282","AFWR0282","Mardi Gras Beaded Mask",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks"
"AFGFWR0283","AFWR0283","At The Mardi Gras Ball",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks"
"AFHFWR0283","AFWR0283","At The Mardi Gras Ball",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks"
"AFGFWR0284","AFWR0284","Mask And Feathers",updated,"Mardi-Gras","Halloween | Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFHFWR0284","AFWR0284","Mask And Feathers",updated,"Mardi-Gras","Halloween | Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFGFWR0285","AFWR0285","Party In New Orleans!",updated,"Mardi-Gras","Diamonds | Halloween | Mardi-Gras | Masks | Patterns | Seasonal"
"AFHFWR0285","AFWR0285","Party In New Orleans!",updated,"Mardi-Gras","Diamonds | Halloween | Mardi-Gras | Masks | Patterns | Seasonal"
"AFGFWR0470","AFWR0470","Vintage Valentine's Delivery",updated,"Party-Time","Balloons | Country-Living | Flowers | Hearts | Party-Time | Red-Truck | Roses | Seasonal | Valentines-Day"
"AFHFWR0470","AFWR0470","Vintage Valentine's Delivery",updated,"Party-Time","Balloons | Country-Living | Flowers | Hearts | Party-Time | Red-Truck | Roses | Seasonal | Valentines-Day"
"AFGFWR0475","AFWR0475","Festive Mardi Gras",updated,"Mardi-Gras","Halloween | Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFHFWR0475","AFWR0475","Festive Mardi Gras",updated,"Mardi-Gras","Halloween | Happy-Mardi-Gras | Mardi-Gras | Masks | Seasonal"
"AFGFWR0476","AFWR0476","Mardi Gras Festivities",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFHFWR0476","AFWR0476","Mardi Gras Festivities",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"AFHFWR0550","AFWR0550","Happy New Year Champagne Celebration House Flag",updated,"Wine-Drinks","Food-Wine | Happy-New-Year | New-Year | Seasonal | Wine-Drinks"
"CA48735","CA48735","Carson Drink and Be Merry House Flag",updated,"Wine-Drinks","Christmas | Food-Wine | Merry-Christmas | Seasonal | Wine-Drinks"
"CA49654","CA49654","Carson Mardi Gras Sounds Garden Flag",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras"
"CA50535","CA50535","Carson Thanksgiving Bounty Garden Flag",updated,"Wine-Drinks","Fall | Fall-Leaves | Grapes | Thanksgiving-Pumpkins | Wine-Drinks"
"CA50594","CA50594","Carson Harvest Cornucopia Garden Flag",updated,"Wine-Drinks","Apples | Cornucopia | Fall-Leaves | Flowers | Give-Thanks | Sunflowers | Thanksgiving | Thanksgiving-Pumpkins | Wine-Drinks"
"CA52079","CA52079","Carson Beads & Feathers Dura Soft House Flag",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Masks"
"CA52535","CA52535","Carson Thanksgiving Bounty House Flag",updated,"Wine-Drinks","Fall | Fall-Leaves | Grapes | Love-Happiness | Thanksgiving-Pumpkins | Welcome-Flags | Wine-Drinks"
"CA52594","CA52594","Carson Harvest Cornucopia House Flag",updated,"Wine-Drinks","Apples | Cornucopia | Fall-Leaves | Give-Thanks | Sunflowers | Thanksgiving | Thanksgiving-Pumpkins | Wine-Drinks"
"CA53026","CA53026","Carson Shit Show Garden Flag",updated,"Wine-Drinks","Humor | Wine-Drinks"
"CA53075","CA53075","Carson Mardi Gras Garden Flag",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"CA53134","CA53134","Carson Little Kittens Garden Flag",updated,"Wine-Drinks","Apples | Cats | Fall | Fall-Pumpkins | Family-Friends | Love-Happiness | Pets-Animals | Welcome-Flags | Wine-Drinks"
"CA53426","CA53426","Carson 5 O'Clock Somewhere House Flag",updated,"5-O-Clock-Somewhere | Margaritas | Party-Time","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Coastal | Margaritas | Parrots | Party-Time | Seasonal | Summer | Tropical"
"CA54075","CA54075","Carson Mardi Gras House Flag",updated,"Mardi-Gras","Fleur-De-Lis | Mardi-Gras | Seasonal"
"CA54134","CA54134","Carson Little Kittens House Flag",updated,"Wine-Drinks","Apples | Cats | Fall | Fall-Pumpkins | Family-Friends | Love-Happiness | Pets-Animals | Welcome-Flags | Wine-Drinks"
"CA54426","CA54426","Carson 5 O'Clock Somewhere Garden Flag",updated,"5-O-Clock-Somewhere | Margaritas | Party-Time","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Coastal | Margaritas | Parrots | Party-Time"
"CD4647FM","CD4647FM","Custom Decor Sun & Sand Appliqued Garden Flag",updated,"Wine-Drinks","Aquatic-Life | Beach | Beaches-Nautical | Coastal | Pets-Animals | Sea-Shells | Seasonal | Starfish | Summer | Sun | Sunshine | Wine-Drinks"
"CD4724","CD4724","Custom Decor Why Limit Happy Arbor Mate",updated,"5-O-Clock-Somewhere | Party-Time","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Flowers | Hibiscus | Parrots | Party-Time | Seasonal | Summer | Tropical"
"CD4725","CD4725","Custom Decor Why Limit Happy Plant Expressions Magnet",updated,"5-O-Clock-Somewhere | Party-Time","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Flowers | Hibiscus | Parrots | Party-Time | Seasonal | Summer | Tropical"
"CD4778FM","CD4778FM","Custom Decor Burlap Garden Flag - Santa Cookies",updated,"Wine-Drinks","Christmas | Santa | Sweets | Wine-Drinks"
"CD4946FM","CD4946FM","Custom Decor Apple Basket Garden Flag",updated,"Wine-Drinks","Apples | Blessings | Fall | Fall-Leaves | Fall-Pumpkins | Sunflowers | Wine-Drinks"
"CD5097FM","CD5097FM","Custom Decor Patriotic Patterns Garden Flag",updated,"Party-Time","American-Flags | Balloons | Party-Time | Patriotic | Patterns | Polka-Dots"
"CD5101SS","CD5101SS","Custom Decor Cool at the Pool Signature Sign",updated,"Party-Time","Flip-Flops | Party-Time | Pool | Pool-Party | Summer | Sun"
"CD5189FM","CD5189FM","Custom Decor Happy Birthday Party Garden Flag",updated,"Party-Time","Balloons | Birthday | Candles | Family-Friends | Party-Time | Presents | Seasonal"
"CD5285","CD5285","Custom Decor Sunny Watermelon Arbor Mate",readytosend,"Wine-Drinks","Butterflies | Lemonade | Lemons | Love-Happiness | Strawberries | Summer | Sun | Watermelon | Welcome-Flags | Wine-Drinks"
"CD5400FM","CD5400FM","Custom Decor State of Mind Garden Flag",updated,"5-O-Clock-Somewhere | Margaritas | Party-Time","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Coastal | Flowers | Hibiscus | Margaritas | Parrots | Party-Time | Seasonal | Summer | Tropical"
"CD5400MM","CD5400MM","Custom Decor State of Mind Mailbox Cover",updated,"5-O-Clock-Somewhere | Margaritas | Party-Time","5-O-Clock-Somewhere | Birds | Flowers | Hibiscus | Margaritas | Parrots | Party-Time | Seasonal | Summer | Tropical"
"CD5400SS","CD5400SS","Custom Decor State of Mind Signature Sign",updated,"5-O-Clock-Somewhere | Margaritas | Party-Time","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Coastal | Flowers | Hibiscus | Margaritas | Parrots | Party-Time | Seasonal | Spring-Flowers | Summer | Tropical"
"CD5400YE","CD5400YE","Custom Decor State of Mind Yard Expression",readytosend,"Margaritas | Party-Time","Beach | Beaches-Nautical | Birds | Coastal | Flowers | Hibiscus | Love-Happiness | Margaritas | Parrots | Party-Time | Seasonal | Spring-Flowers | Summer | Tropical | Welcome-Flags"
"CD5402FL","CD5402FL","Custom Decor Why Limit Happy To An Hour House Flag",updated,"5-O-Clock-Somewhere | Party-Time | Wine-Drinks","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Flowers | Hibiscus | Parrots | Party-Time | Seasonal | Summer | Tropical | Wine-Drinks"
"CD5402FM","CD5402FM","Custom Decor Why Limit Happy To An Hour Garden Flag",updated,"5-O-Clock-Somewhere | Party-Time | Wine-Drinks","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Flowers | Hibiscus | Parrots | Party-Time | Seasonal | Spring-Flowers | Summer | Tropical | Wine-Drinks"
"CD5402MM","CD5402MM","Custom Decor Why Limit Happy To An Hour Mailbox Cover",updated,"Margaritas | Party-Time","Beach | Beaches-Nautical | Birds | Flowers | Hibiscus | Margaritas | Parrots | Party-Time | Seasonal | Spring-Flowers | Summer | Tropical"
"CD5477M","CD5477M","Custom Decor Mat - Fall Lantern",updated,"Wine-Drinks","Candles | Country-Living | Fall | Fall-Pumpkins | Farm | Wine-Drinks"
"CD5612FL","CD5612FL","Custom Decor God Bless Wreath House Flag",updated,"Party-Time","4th-Of-July | Balloons | Christmas-Decorations | God-Bless-America | Party-Time | Patriotic | Seasonal | Stars | Wreaths"
"CD5623M","CD5623M","Custom Decor Sunny Watermelon Mat",readytosend,"Wine-Drinks","Butterflies | Lemonade | Lemons | Love-Happiness | Strawberries | Summer | Watermelon | Welcome-Flags | Wine-Drinks"
"CD5623YE","CD5623YE","Custom Decor Sunny Watermelon Yard Expression",updated,"Wine-Drinks","Butterflies | Fruits | Lemonade | Strawberries | Summer | Sun | Watermelon | Wine-Drinks"
"CD5624M","CD5624M","Custom Decor Popsicles Mat",updated,"Wine-Drinks","Fruits | Ice-Cream | Strawberries | Summer | Watermelon | Wine-Drinks"
"CD5624MM","CD5624MM","Custom Decor Popsicles Mailbox Makeover",updated,"Wine-Drinks","Fruits | Hello-Spring | Ice-Cream | Strawberries | Summer | Watermelon | Wine-Drinks"
